Address,Latitude,Longitude,MapAddress,Name,Total Employees
"Plot # 218, St#, 1, I-10/3 Industrieal Area Islamabad ",33.6546214,73.0419946,"Street 1, I 10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Shan Distributors ,50
"484, Near Ghee Mill Humak Model Town Kahuta Triangle Industrial Area ",33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Naseer Kabana ,3
opp Society Office Korang Town Lohibare ,33.5782014,73.1393861,"Korang Town Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",Bakatawar Service Station ,3
"House # 61, Kahutta Trangle Main Road Humak Model Town Islamabad ",33.5415347,73.147772,"Kahuta Rd, Islamabad, Islamabad Capital Territory, Pakistan",Verizan Comminictaion (Mobilink Franchise) ,3
"Shop # 7, Fazal Arcade F-11/ Markaz , Islamabad ",33.68336350000001,72.9886081,"Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",New Wasim Station ,1
"12, Bahria Heights II, Phase iv Bahria Town Islamabad ",33.5516068,73.1389703,"Corniche Road, Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Da Joint Café ,7
"Shop # 8, Ground floor Pak Plaza Fazle Haq Road blue Area Islamabad ",33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Hurry Traders ,2
"Basement # 1, Market I-8/3, Islamabad ",33.6711485,73.07078,"I-8/3 I 8/2 I-8, Islamabad, Islamabad Capital Territory, Pakistan",Haq Foods ,3
I-9/ Markaz Islamabad ,33.6603947,73.0628753,"I-9 Markaz Branch, Plot # 2/A, Industrial Area Pothohar Road, I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",KASB Bank Ltd ,8
"Shop # 1, 2, 3, St# 14, Mashallah Plaza Tariq Market F-10/2 Islamabad ",33.854721,35.862285,Lebanon,Lebanon Resturant & Bakery ,4
I-10/ Markaz Islamabad ,33.6487361,73.0404752,"Munawar Plaza, Plot 3-G, Sohni Rd, I-10 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Soneri Bank Ltd ,7
"27, Model Town Humak Islamabad ",33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Maan Gee Distributers ,16
"Shop # 1, Block # 11, G-11/ Markaz Islamabad ",33.6693215,72.9999393,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",English Boot House ,2
"Sardar Arcade II, G-11, Markaz Islamabad ",33.6693215,72.9999393,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Broad Way Bakery ,2
"Shop # 8 Shaheen Plaza, I-10/ Markaz ",33.645999,73.03535029999999,"Shaheen Plaza, Sohni Rd, I-10-1 Markaz, I-10, I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Pizzano ,4
F-10/ Markaz Islamabad ,33.6843312,72.9884995,"F-11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",K&N Foods (pvt) ltd ,2
F-11/ Markaz Islamabad ,33.6843312,72.9884995,"F-11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",K&N Foods (pvt) ltd ,2
Rana Market F-7/,33.7233105,73.0508582,"F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory, Pakistan",K&N Foods (pvt) ltd ,2
G-9/ Markaz Islamabad ,33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",K&N Foods (pvt) ltd ,2
I-9/ Islamabad ,33.7162384,73.0693787,"Plot 85-W, Jinnah Ave, Block F, Blue Area, G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",C.M Pak Limited ,38
"07. Manne Area Sector G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",C.M Pak Limited ,466
"68, E, Jinnah Avennue Blue area ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",C.M Pak Limited ,31
Pakistan Town Islamabad ,30.375321,69.34511599999999,Pakistan,Hafiz Wood Works ,2
Koran Town Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Bismillah Non Centre ,3
"7/B, Dafdar Mansion Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Habib Binders ,2
"Shop # 5, Al Quddos Plaza Jinnah Super Islamabad ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Aroshi Emb ,5
38- kHalid Plaza Blue Area Islamabad ,33.726106,73.087899,"Khalid Plaza, 38-W, Jinnah Ave, Blue Area, G 6/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Wajid Stationers ,1
"Shop # 3, Block # 13, Golden Plaza G-11/ Markaz Islamabad ",33.6693215,72.9999393,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan","Capital Books 2, ",4
"Office # 6, 2nd Floor Arshad Sharif Plaza G-11/ Markaz Islamabad ",33.669067,72.99826019999999,"Plot # 16 Arshad Sharif Plaza، Sachal Sarmast Road, G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Imran Enterprises International Trading Com,3
"DHA Phase II, Shek Zayd Bin Sultan Rod Near GT. Road Islamabad ",33.5369553,73.1260156,"G.T. Rd, Islamabad, Islamabad Capital Territory, Pakistan",AMCOW Corporation ,9
"Shop # 5, 6, Block # 26, G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Family Wear Garments ,3
"Shop # 5, Plot # 34, I&T Centre G-9/4 Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Fashion & Style Garments ,2
"Plot # 67, St# 10, I-9/2 Islamabad ",30.375321,69.34511599999999,Pakistan,Philip Marris Pakistan ,3
I-9/ Markaz Islamabad ,33.6565208,73.0563564,"Street 17, I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Hotel Move N Pick ,4
Khattak Road Near Railway Grossing Sehalla Bazar Islamabad ,23.1096075,87.8046111,"Sehara Bazar, West Bengal, India",Khattak Hotel ,4
 Near Railway Grossing Sehalla Bazar Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Hamza Steel doors ,2
F-11/ Markaz Islamabad ,33.6843312,72.9884995,"F-11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Untied Bank Ltd ,6
Secritariate Branch r-Block Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Untied Bank Ltd ,4
G-8/ Markaz Islamabad ,33.6967477,73.0501203,"G-8 Markaz G-8, Islamabad, Islamabad Capital Territory, Pakistan",Untied Bank Ltd ,12
F-8/ Markaz Islamabad ,33.7115102,73.0450534,"Kaghan Rd, Islamabad, Islamabad Capital Territory, Pakistan",Untied Bank Ltd ,8
Model Town P.o/ Medel Town Humak Islamabad ,33.7204997,73.0405277,"Islamabad Capital Territory, Pakistan",Murree Abbasi Resturant ,5
Model Town P.o/ Medel Town Humak Islamabad ,46.6514314,8.8516064,"Medel, Switzerland",Sohail Ahmed Pakiza Resturnat ,5
Sohail Road Super Market Islamabad ,33.6443256,73.1652174,"Lehtarar Road, Irfan Abad Taramri, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,7
Sector F-7/ Islamabad ,33.7229033,73.0789984,"Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,12
Jinnah Avennue ,33.72042640000001,73.07575430000001,"Jinnah Ave, F 6/1 Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,21
G-11/ Markaz ,33.6693215,72.9999393,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,6
Opposite Sumy Trust Bhara Kahu ,33.7449623,73.1762626,"Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,10
RDFC Sector G-9/1 Islamabad ,33.6824079,73.03019680000001,"G-9/1 G 9/1 G-9, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,11
Jamal Plaza F-10/ Markaz Islamabad ,33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,10
Aabpara Market Islamabad ,33.7061343,73.08682809999999,"Khayaban-e-Suhrwardy, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,7
Civic Centre Islamabad ,33.7166521,73.0855357,"G-6 Markaz G 6 Markaz G-6, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,10
"Huzaifa Centre Block 32, I-8/ Markaz Islamabad ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",United Bank Limited ,8
"Shop # 11,12, Nadeem Plaza I-9/ Markaz Islamabad ",33.6586266,73.05968639999999,"Nadeem Plaza, Warsak Rd, I-9 Markaz, I-9, I 9 Markaz I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",Tayyab Resturant ,4
Sara e Kharboza P.o Tarnol Islamabad ,33.6555905,72.9076669,"Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",M/s Kareem Pvt Ltd ,46
"Shop # 1, 3-D Haidery Plaza I-9/ Markaz Islamabad ",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",New Modern Sweets & Bakers ,3
Saqib Plaza Near Khan Bridge ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Pakeza Hotel & Resturant ,4
Margalla Plaza F-10/ Markaz Islamabad ,33.6951859,73.013517,"Margalla Plaza, Plot 1V, Sumbal Rd, F-10 Markaz, F-10, F 10/3 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Dawood Islamic Bank ,7
"Shop # 21, Gound Floor , Anique Arcade I-8/ Markaz ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Pizza In Pratha ,5
Main Murree Road Bhara Kahu Islamabad ,33.7395604,73.17796799999999,"Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Naveed Marriage Hall ,4
"Shop # 4, Block # 55, G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Muslim Hazara Hotel ,3
"Ghori Town Phase III, Shahzaib Market Gangal ",33.6284214,73.1391008,"Ghori Town Rd, Islamabad, Islamabad Capital Territory, Pakistan",Abid Trading Corporation ,2
"Plot # 8, Orchard Scheme Murree Road Islamabad ",33.6284796,73.0709992,"Murree Rd, Rawalpindi, Punjab, Pakistan",Mughals Pakistan Pvt Ltd ,7
"Shop # 3, Baverley Centre Blue Area ",33.719972,73.073909,"Beverly Centre, Jinnah Ave, Block N, Blue Area, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 46000, Pakistan",Kahf International ,5
"Shop # 5&6, Ali Plaza G-10/ Markaz Islamabad ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",City Prince Bakers & Sweets  ,2
"Shop # 54, Ground Floor Beverley Centre Blue Area ",33.7201801,73.0738234,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",First Prodential Modanaba,4
Main Gorla Road Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Glass World ,2
F-8/ Markaz Kaghan Road  Islamabad ,33.7115102,73.0450534,"Kaghan Rd, Islamabad, Islamabad Capital Territory, Pakistan",Silk Bank Ltd,4
"Shop # 7-10, 18 Trade Centre F-11/ Markaz ",33.683228,72.988035,"Shop # 7-10 , 18 trade center, F/11 Markaz, Islamabad, 44000, Pakistan",New Capital Books ,4
I&T Centre G-10/1 Islamabad ,33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",Noor Service Station ,5
Panther Plaza F-8/ Markaz ,33.7117479,73.040961,"F-8 Branch, Panther Plaza, F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan",Meezan Bank Ltd ,9
Haq Nawaz Plaza Bhara Kahu Islamabad ,33.7384341,73.1779864,"Bara Kahu Sub Branch, Fazal ul Haq Plaza Murree Rd, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Meezan Bank Ltd ,10
Pracha Cowk Lehtrar Road Tarlai Kalan Islamabad ,33.6392212,73.1528123,"Lehtrar Road, Tarlai Kalan, Islamabad, Islamabad Capital Territory, Pakistan",Abdul Rehman Saw Mill & Saif ullah Timber Depot ,3
"Plot # 45, Khutta Triangle Road Model Town Humak Islamabad ",33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Gulzar Abbasi Driver Hotel ,6
Khanna Pull Lehtrar Road ,30.1798398,66.9749731,"Quetta, Balochistan, Pakistan",Quetta Darbar Hotel ,4
"Plot # 25, Cloth Market I-11/3",25.39334,68.3753863,"New Cloth Market Rd, Hyderabad, Sindh, Pakistan",Dairy One Pvt Ltd ,2
"Office # 6, 2nd Floor Arshad Sharif Plaza G-11/ Markaz Islamabad ",33.669067,72.99826019999999,"Plot # 16 Arshad Sharif Plaza، Sachal Sarmast Road, G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Muqaddas Enterprises ,2
"Shop # 2, Block # 36, G-8/4, Islamabad ",33.6999257,73.0588372,"Plot 3/6, G-8/4 G 8/4 G-8, Rawalpindi/Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",Modern Gas Centre ,2
Green Plaza Basement G-9/ Markaz Islamabad ,33.6901911,73.0329287,"Green Plaza, Block 33, Mangla Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Chanan Ice Creame ,4
"Shop # 11 to 14, Ahmed Plaza I-8/ Islamabad ",33.6680654,73.0729934,"I-8, Islamabad, Islamabad Capital Territory, Pakistan",J.S Bank Ltd ,7
"21, College Road F-7/ Markaz Islamabad ",33.7211069,73.0561386,"F7 College Rd, F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",J.S Bank Ltd ,15
"20-B, Trade Centre Jinnah Supper Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Mint Café ,7
"Plot # 3, E-11/ Markaz Islamabad ",33.7029161,72.9789842,"Street 36, E 11/2 E-11, Islamabad, Islamabad Capital Territory, Pakistan",Silk Bank Ltd,7
Mughal Plaza GT Road Rawat ,31.8886915,74.2383901,"Grand Trunk Rd, Punjab, Pakistan",Dawood Islamic Bank ,5
"Shop # 10, Shahnawaz Plaza G-11/ Markaz Islamabad ",33.66845910000001,72.9972121,"Shop#10 shahnawaz plaza G/11 markaz islamabad, G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",Crispy Booast ,4
Tramri Chowk Lehtrar Road Islamabad ,33.6392212,73.1528123,"Lehtrar Road, Tarlai Kalan, Islamabad, Islamabad Capital Territory, Pakistan",Perfect Ittalian Piza ,7
Khan Shahzad Tower Lehtrar Road Islamabad ,33.6704089,73.3038639,"Lehtrar Rd, Islamabad, Islamabad Capital Territory, Pakistan",United Corporation ,2
Behra Bridge Main PSO Pump Bhara Kahu ,33.738194,73.1881789,"Simly Dam Road, Bhara Kahu, Islamabad, Islamabad Capital Territory, Pakistan",Noorani Gohar Marble ,
Jawa Road Rawat Bazar ,33.4962136,73.1932803,"Jawa Rd, Rawat, Islamabad, Islamabad Capital Territory, Pakistan",Nadeem Karyana Store ,2
1-A Shahid Plaza Blue Area Islamabad ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Tiramsu ,12
Shahzad Tower Khana Pul Lehtrar Road Islamabad ,33.6704089,73.3038639,"Lehtrar Rd, Islamabad, Islamabad Capital Territory, Pakistan",Ahmed Shanwari ,6
shop # 1&2 Umar Market G-10/4,33.6784462,73.0213414,"G-10/4 G-10, Islamabad, Islamabad Capital Territory, Pakistan",Ahsan General store ,1
"Plot # 17, Lords Trade Centre F-11/ Markaz ",33.6829843,72.9884989,"Plot 17, Hilal Rd S, F-11 Markaz, F-11, F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",HSBE Bank LTD,7
"Rohtas Rd G-94, Islamabad ",33.6853861,73.0335541,"Rohtas Rd, G-9, Islamabad, Islamabad Capital Territory, Pakistan","Lariab In Islamabad Rohtas Road G-9/4, Islamabad ",30
"House 342, PwD, Road National Police Foundation ",33.5665034,73.13348529999999,"Police Foundation, Islamabad Capital Territory, Pakistan",Asma Multiples ,
"Shop # 5, Muzzafar Chamber Blue Area Islamabad ",33.7153303,73.06861479999999,"Muzaffar Chamber, AK Fazal-ul-Haq Rd، Block F, Blue Area, near Tahzeeb bakery، G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Ittelian Pizza ,6
"Ground Floor 14-G , TF Plaza I-9/2, Islamabad ",33.6577523,73.0479067,"I-9/2 I-9, Islamabad, Islamabad Capital Territory, Pakistan",T.C.S Pvt Ltd ,2
"29-B, Main  Kahuta Road Islamabad ",33.5896138,73.3885526,"Kahuta, Rawalpindi, Punjab, Pakistan",CoCa Cola Bevrgs,224
"G-11/1, Service Road Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",M/s Hammad Transformer Engg,16
Model Town P.o/ Medel Town Humak Islamabad ,33.5386527,73.148237,"Model Town Humak, Islamabad, Islamabad Capital Territory, Pakistan",Perfect Food Pulao Kabab ,5
Near Korang Pul Sumly Dam Road Bhara Kahu ,33.7251474,73.1649061,"Korang Rd, Islamabad, Islamabad Capital Territory, Pakistan",Safeer RCC Pipes ,3
"Phase 4, Bahria Heights II Bahria Town Islamabad ",33.5516068,73.1389703,"Corniche Road, Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Ripples ,2
"Phase 4, Bahria Heights II Bahria Town Islamabad ",33.552142,73.13924779999999,"Bahria Heights, Bahria Town Phase VI Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",7/11 Super Market ,4
"Opp DHA Phase II Sector -H, Near Rajput CNG Chib Plaza GT Road Islamabad ",31.8886915,74.2383901,"Grand Trunk Rd, Punjab, Pakistan",Muhammad Enterprises ,4
"Bahria Heights III, Phase -4, Bharia Town Islamabad ",33.552142,73.13924779999999,"Bahria Heights, Bahria Town Phase VI Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Dasmoke ,10
Opp Fazia Coloney Ghori Town Service Road Express Way Islamabad ,33.6284214,73.1391008,"Ghori Town Rd, Islamabad, Islamabad Capital Territory, Pakistan",AR Traders ,6
"Plot # 92, St# 7, I-10/3, Islamabad ",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",PMCR Mobilude ,5
"Plot # 90, -91, St#, 14, I-9/2 Islamabad ",33.6592655,73.0505743,"Street 14, I-9/2 I 9/2 I-9, Islamabad, Islamabad Capital Territory, Pakistan",PMCR Mobilude ,5
Al Noor Plaza GT Road Tarnol Islamabad ,33.65273370000001,72.9065598,"Al-Noor Plaza, G.T. Road, Tarnol, Tehsil and District Islamabad, Grand Trunk Rd, Tarnol, Islamabad, Islamabad Capital Territory, Pakistan",Bank Alfalah,13
"Shop # 7,8, Farhan Plaza G-11/ Markaz Islamabad ",33.6693215,72.9999393,"G-11 Markaz G 11 Markaz G-11, Islamabad, Islamabad Capital Territory, Pakistan",Ali Baba Food ,6
"Shop # 6, Basement Islamabad Arcade , G-11/ Markaz Islamabad ",33.6694204,72.9987214,"Islamabad Arcade, G-11 Markaz, G-11, G 11 Markaz G-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",M-R Carpets ,2
"Plot # 117, St # 8m, I-10/3 Islamabad ",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Faheem Traders ,3
"Plot # 8-2, Pakiza Market I-8/.4",24.8607343,67.0011364,"Karachi, Karachi City, Sindh, Pakistan",Karachi Resturant ,3
"opp DHA PHASE ii Gate -4, Near Rajput CNG GT Road Islamabad ",33.5222186,73.1505071,"Grand Trunk Rd, Sector A DHA Phase II, Islamabad, Islamabad Capital Territory, Pakistan",Al Raheem Traaders ,5
"House # 112, Neelum Road G-9/4, Islamabad ",33.6839995,73.04105410000001,"Street 55, G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",White Rose Guest House ,6
"Shop # 1, Mujahid Plaza Blue Area Islamabad ",33.7121582,73.0615691,"Mujahid Plaza, Jinnah Ave, Block H, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Singer Pakistan Limited ,4
"Phase 4, Bahria Heights III Bahria Town Islamabad ",33.552142,73.13924779999999,"Bahria Heights, Bahria Town Phase VI Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Mahsoom Bistro ,6
"Phase -8, DHA, Business Bay Bahria Town Islamabad ",25.1831647,55.272887,Business Bay - Dubai - United Arab Emirates,Mahsoom Bistro ,4
Near Hascool CNG Khana Bridge Lehtrar Road Islamabad ,33.6704089,73.3038639,"Lehtrar Rd, Islamabad, Islamabad Capital Territory, Pakistan",Safe Way Hotel & Resturant ,10
Near High Way Chowk G.T Road Rawat Islamabad ,33.4921792,73.1970805,"Grand Trunk Rd, Rawat, Islamabad Capital Territory, Pakistan",New Agha G Hotel ,4
Khan Malook Wazir Plaza G.T Road Tarnol Islamabad ,33.8624602,72.44730229999999,"Grand Trunk Rd, Hattian Village, Hattian, Attock, Punjab 057, Pakistan",Meezan Bank Ltd ,10
F-10/ Markaz Islamabad ,33.6944372,73.0119187,"House # 7 Street 57, F-10/3 F 10/3 F-10, Islamabad, Islamabad Capital Territory, Pakistan",Bank Islamic Pakistan ltd ,11
"5-6, Chenab Centre Blue Area Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Islamic Bank ,12
"Shop # 5,6,7 Chakwal Plaza Pakeza Market I-8/4 Islamabad ",32.9327882,72.8629576,"Chakwal, Punjab, Pakistan",Pakiza Super Store & Bakers ,4
Basement Fazal Arcade F-11/Markaz ,33.6843312,72.9884995,"F-11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",Jaddha Resturant ,4
"Shop #, 17, GF, Executive Centre I-8/ Markaz Islamabad ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Bouzat ,3
"Shop # 13, Gound Floor 2000 Plaza I-8/ Markaz ",33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",Papas Pizas ,3
"Plot # 9-B, Shop # 6-9, Hassan Arcade F-11/ Markaz ",33.683297,72.9891983,"Hassan Arcade, Shop 6-9, Plot 9, Hilal Rd S, F-11 Markaz, F-11, Islamabad, ICT, Pakistan",CAFEXO ,7
1-K Plaza Basemnt Piza Hut F-10/ Markaz Islamabad ,33.6935391,73.0139385,"F-10 Markaz F 10/4 F-10, Islamabad, Islamabad Capital Territory, Pakistan",Incantare Coffee Café ,5
"Plot # 113, St # I-10/3/ Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Mumtaz Construction Co Pvt Ltd ,28
"Plot # 8, St# 1, I-10/3, ",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Ahmed Autos Eng ,5
"Shop # 9, Aziz Market I-9/1 Islamabad ",33.6522714,73.05367129999999,"Aziz Market, St 18, I-9-1, I-9, I 9/1 I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",Bright Store Dry Cleaner ,1
Shop # 89/ Al Farooq Plaza G-10/ Markaz ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Cheema Corporation General Store ,2
"Shop # 3-7, Kashmir Plaza Plot # 7, F-10/ Markaz Islamabad ",33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",The Groccers ,3
"Shop # 1-2, Plot # 14, E-11/3 Islamabad ",33.7007972,72.9682017,"E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",The Groccers II,3
"Shop # 3-4 Plot # 18, E-11/3 Islamabad ",33.7007972,72.9682017,"E 11/3 E-11, Islamabad, Islamabad Capital Territory, Pakistan",The Hot Spot Café ,4
"Shop # 6, Capital Trade Centre F-10/ markaz ",33.6967029,73.0112329,"Capital Trade Centre, Office B-1, St 57, F-10 Markaz, F-10, F 10/3 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Pc Laundry Shop ,1
"Imran Plaza Block E, Shalimar Road Swan Garden Islamabad ",24.8607343,67.0011364,"Karachi, Karachi City, Sindh, Pakistan",New Karachi Resturant ,3
Malik Plaza Swan Garden Islamabad ,27.0365406,14.4290236,"Sabhā, Libya",New Noor ur Sabha Hotel ,4
Yasin Plaza Pakistan Town commercial Near PwD ,33.5753184,73.143074,"Pakistan Town Rawalpindi, Islamabad, Islamabad Capital Territory, Pakistan",Zia Cloth House ,1
"Awan Plaza Block-B, PWD Socity ",28.6456388,77.18477879999999,"7A/9, W.E.A.Channa Market, Karol Bagh, New Delhi, Delhi 110005, India",Bismillah Hotel ,6
Al Awan Plaza Swan Garden Islamabad ,33.5655708,73.1528534,"Soan Ave, Block B Soan Gardens, Islamabad, Islamabad Capital Territory, Pakistan",Ittalian Pizza Hutt ,6
"Plot # 59/G St, # 7, I-10/3",33.6537916,73.03905189999999,"I-10/3 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Ali Gohar & Co Pvt Ltd ,116
Shop # 8 Balwal Plaza I-10/3 Islamabad ,31.5203696,74.35874729999999,"Lahore, Punjab, Pakistan",Takhat Lahore ,4
Said Pur Market G-7/1 Islamabad ,33.6989417,73.0647345,"Saidpur Market، Street 26، Islamabad, 44000, Pakistan",Zahoor Resturant ,8
"I-9/Markaz , Islamabad ",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Bank Islami Pakistan Ltd ,11
Ayub Plaza GT Road Tarnol  Islamabad ,34.0049991,71.9854977,"Grand Trunk Rd, Saddar Akramabad, Nowshera, Khyber Pakhtunkhwa, Pakistan",Bank Islami Pakistan Ltd ,8
Shop # 19 Super Plaza G-10/ Markaz Islamabad ,33.6759673,73.0142845,"Super Plaza, 17-D, G-10 Markaz G 10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Master Quality Fabrics ,1
"Plot # 420-C PWD, Housing Socity Lohibare Islamabad ",33.5708699,73.1452867,"PWD Housing Society Rawalpindi, Punjab, Pakistan",Villege Inn,4
"Plot # 6/D, Al Malik Market Main Commercial PWD Society Islamabad ",33.5708699,73.1452867,"PWD Society, Punjab, Pakistan",Ittefaq Steel Works ,2
